Serie,Modelo,Local,
BW04003441B0,IMPRESSORA OKI MC573,CGP,
17L20GT211202302,MONITOR 20 LED 3GREEN,CGP,
010SPLC17048,"MONITOR AOC LED 18,5",CGP,
CN07CT167426138Q174L,"MONITOR DELL 18,5 POLEGADAS",CGP,
CN07CT167426139P0MTU,"MONITOR DELL 18,5 POLEGADAS",CGP,
CN0F8NDP7426117N0APU,"MONITOR DELL 21,5 POLEGADAS",CGP,
BJXLCK2,NOTEBOOK LATITUDE E7250 I5 5300U 8GB SSD 128GB,CSDT,
509VWQ2,COMPUTADOR DELL I5 8GB 240SSD,DCF,
4A890MC26,COMPUTADOR CORE I3 7100 HD 500 4GB,DGP,
4A890MR9E,COMPUTADOR CORE I3 7100 HD 500 4GB,DGP,
8L7QCK2,COMPUTADOR DELL I5 8GB 240SSD,DGP,
JDYQ172,COMPUTADOR DELL I5 8GB 240SSD,DGP,
2429391010032,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DGP,
2429391010037,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DGP,
210350982,ESTABILIZADOR TS SHARA DE SERIAL ,DGP,
201272261,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160015,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160018,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160019,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160020,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160021,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160026,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160028,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160066,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160068,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160069,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
210160082,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DGP,
AK92025587,IMPRESSORA OKI ES5162LP,DGP,
3UA283864,IMPRESSORA XEROX C7020,DGP,
PE03U9AQ,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE03UDHR,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE03ZEYV,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE0424F2,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE0424ND,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE0424XN,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE042543,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE0425EZ,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE04ZNGF,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE058ZHW,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE058ZSG,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
PE05903N,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DGP,
KCYJ4XA017389,"MONITOR AOC 18,5 LED 200 CD M2 DE BRILHO VGA  E970SWNL",DGP,
009SPGS05543,"MONITOR AOC LED 18,5",DGP,
010SPSL16950,"MONITOR AOC LED 18,5",DGP,
010SPWQ0X897,"MONITOR AOC LED 18,5",DGP,
CN03GTCV7287239PAKUL,"MONITOR DELL 21,5 POLEGADAS",DGP,
BR0X34PF0759127U38EM,MONITOR DELL E1912HC,DGP,
CN07CT167426135H248U,MONITOR DELL MODELO P1913SB,DGP,
CN07CT167426138Q0V8L,MONITOR DELL MODELO P1913SB,DGP,
215HQLED160010221659,"MONITOR HQ 21,5 POLEGADAS",DGP,
010SPAE16720,"MONITOR LG LED 18,5",DGP,
010SPGS16927,"MONITOR LG LED 18,5",DGP,
010SPKN16957,"MONITOR LG LED 18,5",DGP,
010SPTM17025,"MONITOR LG LED 18,5",DGP,
010SPVH16871,"MONITOR LG LED 18,5",DGP,
010SPWQ0X513,"MONITOR LG LED 18,5",DGP,
010SPXV0X514,"MONITOR LG LED 18,5",DGP,
010SPZK17045,"MONITOR LG LED 18,5",DGP,
1A092RY7Q,NOTEBOOK  POSITIVO  MOBILE ,DGP,
4A890L49A,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A890LC6J,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A890MB5I,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A890MC5L,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A890MF6Z,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A890MN5I,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A890MS4S,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
4A892K62G,COMPUTADOR CORE I3 7100 HD 500 4GB,DIE,
HMNY9B2,COMPUTADOR DELL I5 8GB 240SSD,DIE,
2429391010033,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DIE,
2440491010649,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DIE,
2.1202E+17,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DIE,
2444491010084,ESTABILIZADOR TS SHARA DE SERIAL ,DIE,
21010071,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
201272295,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
201272296,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
210160071,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
210160072,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
210160074,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
210160075,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
210160076,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
210160077,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DIE,
8TB610616,IMPRESSORA XEROX C8045,DIE,
009SPFX04787,"MONITOR AOC LED 18,5",DIE,
009SPHG05225,"MONITOR AOC LED 18,5",DIE,
009SPKN05525,"MONITOR AOC LED 18,5",DIE,
010SPGS16999,"MONITOR AOC LED 18,5",DIE,
010SPMZ0X531,"MONITOR AOC LED 18,5",DIE,
010SPMZ17051,"MONITOR AOC LED 18,5",DIE,
010SPWQ16865,"MONITOR AOC LED 18,5",DIE,
010SPXV16914,"MONITOR AOC LED 18,5",DIE,
010SPZK16973,"MONITOR AOC LED 18,5",DIE,
2317291010762,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,EAG,
4A890LG85,COMPUTADOR CORE I3 7100 HD 500 4GB,NAA,
BRJ429F3YC,COMPUTADOR HP I5 8GB 240SSD,NAA,
210160016,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NAA,
AL57029668A0,IMPRESSORA OKI ES8473,NAA,
PE03UAOV,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NAA,
009SPRW0A430,"MONITOR AOC LED 18,5",NAA,
CN0668VC7426166I237B,"MONITOR DELL 21,5 POLEGADAS",NAA,
CN07CT167426139P169U,MONITOR DELL MODELO P1913SB,NAA,
4A890MQ17,COMPUTADOR CORE I3 7100 HD 500 4GB,NF,
GW86MD2,COMPUTADOR DELL I5 8GB 240SSD,NF,
2440491010643,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NF,
210350977,ESTABILIZADOR TS SHARA DE SERIAL ,NF,
2432391010469,ESTABILIZADOR TS SHARA DE SERIAL ,NF,
210160024,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NF,
210160025,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NF,
210160029,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NF,
210160104,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NF,
210160106,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NF,
2TX051488,IMPRESSORA XEROX C8035,NF,
4A479491L,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE03SN8L,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE03U94U,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE03U9C8,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE03UBF9,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE03UJLP,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE03YZGE,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE0423P1,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
PE0425DY,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NF,
17L20GT211200052,MONITOR 20 LED 3GREEN,NF,
009SPHG05513,"MONITOR AOC LED 18,5",NF,
009SPLC05520,"MONITOR AOC LED 18,5",NF,
009SPYR05250,"MONITOR AOC LED 18,5",NF,
010SPED0X508,"MONITOR AOC LED 18,5",NF,
010SPHG16969,"MONITOR AOC LED 18,5",NF,
010SPMZ16907,"MONITOR AOC LED 18,5",NF,
010SPTM16953,"MONITOR AOC LED 18,5",NF,
CN07CT167426135I1D1U,MONITOR DELL MODELO P1913SB,NF,
602SPAE06360,"MONITOR LG 19,5 POLEGADAS",NF,
608SPRW0A254,"MONITOR LG 19,5 POLEGADAS",NF,
4A890LC34,COMPUTADOR CORE I3 7100 HD 500 4GB,NL,
4A890MF5U,COMPUTADOR CORE I3 7100 HD 500 4GB,NL,
500VWQ2,COMPUTADOR DELL I5 8GB 240SSD,NL,
2.20911E+17,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NL,
210160102,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NL,
3TX387920,IMPRESSORA XEROX C8035,NL,
CTLZ2T2,MINI COMPUTADOR DELL I5 8GB 240SSD,NL,
PE03U9D4,MINI COMPUTADOR LENOVO I5 8GB 240SSD,NL,
KCYG5XA018993,"MONITOR AOC 18,5 POLEGADAS",NL,
CN07CT167426138Q0CJL,MONITOR DELL MODELO P1913SB,NL,
CN07CT167426139P168U,MONITOR DELL MODELO P1913SB,NL,
009SPJP05244,"MONITOR LG LED 18,5",NL,
010SPAE0X896,"MONITOR LG LED 18,5",NL,
4A893N19O,COMPUTADOR CORE I3 7100 HD 500 4GB,SAGP,
8L2PCK2,COMPUTADOR DELL I5 8GB 240SSD,SAGP,
BRJ716F0BK,COMPUTADOR HP I5 8GB 240SSD,SAGP,
BRJ745KX17,COMPUTADOR HP I5 8GB 240SSD,SAGP,
BRJ806N4TT,COMPUTADOR HP I5 8GB 240SSD,SAGP,
P0722008021,COMPUTADOR I3 8GB 240SSD,SAGP,
2319291010156,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,SAGP,
2326391010289,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,SAGP,
2436391010599,ESTABILIZADOR TS SHARA DE SERIAL ,SAGP,
201272240,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,SAGP,
201272244,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,SAGP,
2430491010418,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,SAGP,
2TX061569,IMPRESSORA XEROX C8035,SAGP,
PEBMA29,MINI PC LENOVO,SAGP,
010SPTM16929,"MONITOR AOC LED 18,5",SAGP,
BR07HN5R075915AR1BJB,"MONITOR DELL 21,5 POLEGADAS",SAGP,
CN0FP182716187B3RK1Q,"MONITOR DELL 21,5 POLEGADAS",SAGP,
BR0X34PF0759127U3AVM,MONITOR DELL E1912HC,SAGP,
CN07CT167426137620PU,MONITOR DELL MODELO P1913SB,SAGP,
CN07CT167426137621HU,MONITOR DELL MODELO P1913SB,SAGP,
010SPRW16918,"MONITOR LG LED 18,5",SAGP,
53VSKF2,NOTEBOOK  DELL ,SAGP,
54DPKF2,NOTEBOOK  DELL ,SAGP,
DFQQJ82,NOTEBOOK LATITUDE E7250 I5 5300U 8GB SSD 128GB,SAGP,
4A890LD4C,COMPUTADOR CORE I3 7100 HD 500 4GB,AG,
4A890MN92,COMPUTADOR CORE I3 7100 HD 500 4GB,AG,
4ZGTWQ2,COMPUTADOR DELL I5 8GB 240SSD,AG,
BRJ721FW9H,COMPUTADOR HP I5 8GB 240SSD,AG,
2440491010644,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,AG,
201272315,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,AG,
201272319,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,AG,
201272321,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,AG,
2436391010588,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,AG,
2436391010658,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,AG,
2444491010169,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,AG,
BX0A010884,IMPRESSORA OKI MC573,AG,
PEBXT97,MINI PC LENOVO,AG,
010SPED18252,"MONITOR AOC LED 18,5",AG,
CN07CT167426135M2L1U,MONITOR DELL MODELO P1913SB,AG,
VA322878,"MONITOR LENOVO 19,5 POLEGADAS",AG,
SVA457258,MONITOR LENOVO THINKVISION S22E19,AG,
603SPVH04575,"MONITOR LG 19,5 POLEGADAS",AG,
4W5YWQ2,COMPUTADOR DELL I5 8GB 240SSD,DCC,
BRG341F4RM,COMPUTADOR HP I3 8GB 240SSD,DCC,
BRJ715DYLF,COMPUTADOR HP I5 8GB 240SSD,DCC,
BRJ716F08Y,COMPUTADOR HP I5 8GB 240SSD,DCC,
BRG242F3DT,COMPUTADOR HP I7 8GB 240SSD,DCC,
2444491010086,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DCC,
2444491010087,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DCC,
201272336,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DCC,
2444491010215,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DCC,
2TX063851,IMPRESSORA XEROX C8035,DCC,
010SPDT18250,"MONITOR AOC LED 18,5",DCC,
CN0668VC7426166I226B,"MONITOR DELL 18,5 POLEGADAS",DCC,
CN0668VC7426166K2YCB,"MONITOR DELL 21,5 POLEGADAS",DCC,
VH103469,"MONITOR LENOVO 19,5 POLEGADAS",DCC,
111AZUJ0S574,"MONITOR LG 19,5 POLEGADAS",DCC,
50637275,MONITOR POSITIVO,DCC,
X5XS017310,SCANNER EPSON DS 870.65,DCC,
FMWBSV1,COMPUTADOR DELL I5 8GB 240SSD,DCF,
2306491010559,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,DCF,
24117140030173,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,DCF,
BW03000762B0,IMPRESSORA OKI MC573,DCF,
PE03U97R,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DCF,
PE0423ZW,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DCF,
PE0424M1,MINI COMPUTADOR LENOVO I5 8GB 240SSD,DCF,
4A3163B55,MINI COMPUTADOR POSITIVO I5 8GB 256SSD,DCF,
SVA172767,MONITOR LENOVO THINKVISION S22E19,DCF,
SVA172791,MONITOR LENOVO THINKVISION S22E19,DCF,
SVA176290,MONITOR LENOVO THINKVISION S22E19,DCF,
SVA461445,MONITOR LENOVO THINKVISION S22E19,DCF,
010SPAE17008,"MONITOR LG LED 18,5",DCF,
X5XS017221,SCANNER EPSON DS 870.65,DCF,
2444491010314,ESTABILIZADOR TS SHARA DE SERIAL ,GAB,
CN0F8NDP7426117N0AYU,"MONITOR DELL 21,5 POLEGADAS",GAB,
53XPKF2,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,GAB,
L1CALD0,PC LENOVO ,GAB,
9WVVRH3,NOTEBOOK DELL LATITUDE E7270  I5 6300U  8GB 128SSD,GAB,
201272354,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,PATRIMONIO,
4A890DM5O,COMPUTADOR CORE I3 7100 HD 500 4GB,PATRIMONIO,
4A890L75Z,COMPUTADOR CORE I3 7100 HD 500 4GB,PATRIMONIO,
4A890LC49,COMPUTADOR CORE I3 7100 HD 500 4GB,PATRIMONIO,
4A890LD22,COMPUTADOR CORE I3 7100 HD 500 4GB,PATRIMONIO,
4A890MD29,COMPUTADOR CORE I3 7100 HD 500 4GB,PATRIMONIO,
546MZ02,COMPUTADOR DELL I5 8GB 240SSD,PATRIMONIO,
PE028DUQ,COMPUTADOR LENOVO I5 8GB 240SSD,PATRIMONIO,
210160060,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,PATRIMONIO,
2444491010213,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,PATRIMONIO,
210160012,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,PATRIMONIO,
210160013,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,PATRIMONIO,
210160023,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,PATRIMONIO,
9TX216404,IMPRESSORA XEROX ES8473,PATRIMONIO,
3MN0FN2,MINI COMPUTADOR DELL I5 8GB 240SSD,PATRIMONIO,
009SPBF0A357,"MONITOR AOC LED 18,5",PATRIMONIO,
009SPJP05508,"MONITOR AOC LED 18,5",PATRIMONIO,
010SPRW16774,"MONITOR AOC LED 18,5",PATRIMONIO,
BR0X34PF0759127U4WGM,MONITOR DELL E1912HC,PATRIMONIO,
CN07CT167426136Q2U2L,MONITOR DELL MODELO P1913SB,PATRIMONIO,
609SPKN04493,"MONITOR LG 19,5 POLEGADAS",REC,
PE03SMVJ,MINI COMPUTADOR LENOVO I5 8GB 240SSD,REC,
BR0HDK1P075912BQ03CM,MONITOR DELL E1912HC,RG,
8L6RCK2,COMPUTADOR DELL I5 8GB 240SSD,RG,
BX0A010891E0,IMPRESSORA OKI ES8473,RG,
PE0423ZK,MINI COMPUTADOR LENOVO I5 8GB 240SSD,RG,
CN07CT167426135M1K2U,MONITOR DELL MODELO P1913SB,SUPLAN,
GW8DMD2,COMPUTADOR DELL I5 8GB 240SSD,SUPLAN,
210160119,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,SUPLAN,
BR0N8F3M0759121N0Q3M,"MONITOR DELL 21,5 POLEGADAS",SUPLAN,
DFJMJ82,NOTEBOOK  DELL ,NSGE,
4Z61XQ2,COMPUTADOR DELL I5 8GB 240SSD,NSGE,
8XY6QD2,COMPUTADOR DELL I5 8GB 240SSD,NSGE,
BRJ715DYL7,COMPUTADOR HP I5 8GB 240SSD,NSGE,
BRJ715DYM3,COMPUTADOR HP I5 8GB 240SSD,NSGE,
BRJ715DYMC,COMPUTADOR HP I5 8GB 240SSD,NSGE,
BRJ716DZZ3,COMPUTADOR HP I5 8GB 240SSD,NSGE,
BRJ720FRQJ,COMPUTADOR HP I5 8GB 240SSD,NSGE,
FQ9KCK2,COMPUTADOR HP I5 8GB 240SSD,NSGE,
210351064,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE,
2319291010003,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE,
2319291010069,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE,
2326391010300,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE,
2326391010753,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE,
201272346,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NSGE,
201272349,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NSGE,
210160112,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,NSGE,
2TX053914,IMPRESSORA XEROX C8035,NSGE,
009SPFX05243,"MONITOR AOC LED 18,5",NSGE,
009SPGS0D247,"MONITOR AOC LED 18,5",NSGE,
009SPZK08541,"MONITOR AOC LED 18,5",NSGE,
010SPKN17029,"MONITOR AOC LED 18,5",NSGE,
BR06K5NCTVB0073T18AB,"MONITOR DELL 21,5 POLEGADAS",NSGE,
CN0668VC7426166I219B,"MONITOR DELL 21,5 POLEGADAS",NSGE,
CN0668VC7426166I22KB,"MONITOR DELL 21,5 POLEGADAS",NSGE,
CN0668VC7426166T4K0B,"MONITOR DELL 21,5 POLEGADAS",NSGE,
CN07CT167426135H2J1U,MONITOR DELL MODELO P1913SB,NSGE LAB,
4Z7TWQ2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
4Z9TWQ2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
4Z9ZWQ2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
4ZVXWQ2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
507VWQ2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
8L1JCK2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
8L5PCK2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
8Y09QD2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
BYKTVG2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
C13SVG2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
FW3LLG2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
GWRDMD2,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
JDYL172,COMPUTADOR DELL I5 8GB 240SSD,NSGE LAB,
BRJ732HH30,COMPUTADOR HP I5 8GB 240SSD,NSGE LAB,
2319291010009,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2319291010155,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2319291010157,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010264,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010265,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010266,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010291,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010292,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010293,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010294,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010298,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
2326391010299,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE LAB,
BR06K5NCTVB0073T1T2B,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166G3DVB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166G3ELB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166G53UB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166I21HB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166I227B,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166K2VYB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166K2Y0B,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166K2YEB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166K3NKB,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC7426166K3P8B,"MONITOR DELL 21,5 POLEGADAS",NSGE LAB,
CN0668VC742616738ALB,"MONITOR DELL 21,5 POLEGADAS",RPP,
4A890LJ0A,COMPUTADOR CORE I3 7100 HD 500 4GB,RPP,
4A890MP50,COMPUTADOR CORE I3 7100 HD 500 4GB,RPP,
4A892K44K,COMPUTADOR CORE I3 7100 HD 500 4GB,RPP,
2306491010558,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,RPP,
201272242,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,RPP,
2444491010165,ESTABILIZADOR TSSHARA POWEREST 300 MONO115 4T PRETO,RPP,
BRBSR520Y8,IMPRESSORA HP 4103fdw,RPP,
CN0WM4WV6418034Q01FT,"MONITOR DELL 21,5 POLEGADAS",RPP,
CN03GTCV7287239PC6GL,MONITOR DELL MODELO P1913SB,RPP,
CN07CT16742613760V6U,MONITOR DELL MODELO P1913SB,NSGE,
2440491010372,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,NSGE,
2440491010501,ESTABILIZADOR POWEREST 300VA BIVOLT 4T PRETO,PROTOCOLO,
3TX398898,IMPRESSORA XEROX C8035,PROTOCOLO,
4A890L485,COMPUTADOR CORE I3 7100 HD 500 4GB,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
4A890L52E,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890L54O,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890L56Y,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890L588,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
4A890L661,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890L69G,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL ZELINA PENIDO DA ROSA,
4A890L71F,COMPUTADOR CORE I3 7100 HD 500 4GB,CRECHE MUNICIPAL PROFª JESUÍNA FÁTIMA DE ANDRADE,
4A890L779,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890L81I,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890L89M,COMPUTADOR CORE I3 7100 HD 500 4GB,"ANEXO (Creche) : IGREJA METODISTA  CENTRAL DE 
DUQUE DE CAXIAS",
4A890L90G,COMPUTADOR CORE I3 7100 HD 500 4GB,EM MINISTRO WALDEMAR ZVEITER,
4A890L93V,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ITAMAR FRANCO,
4A890L97F,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890L99P,COMPUTADOR CORE I3 7100 HD 500 4GB,E.M BILÍNGUE ZIRALDO ALVES PINTO,
4A890LB0M,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890LB46,COMPUTADOR CORE I3 7100 HD 500 4GB,EM ULYSSES SILVEIRA GUIMARÃES,
4A890LB5B,COMPUTADOR CORE I3 7100 HD 500 4GB,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
4A890LB6G,COMPUTADOR CORE I3 7100 HD 500 4GB,CADIS,
