Serie,Modelo,Local,
BRBST1510B,IMPRESSORA MFP HP PB E52645DN A4 LASER,EM CAMPOS ELÍSEOS,
AK94003192C0,IMPRESSORA OKI ,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
AK5C025068A0,IMPRESSORA OKI 4172,EM MARCÍLIO DIAS,
AK87018185B0,IMPRESSORA OKI ES8473,"ANEXO (Creche) : IGREJA METODISTA  CENTRAL DE 
DUQUE DE CAXIAS",
AK92025610C0,IMPRESSORA OKI ES8473,ANEXO CRECHE JESUÍNA,
BW08013967C0,IMPRESSORA OKI MC575,EM SENADOR AFONSO ARINOS,
AK97023335C0,IMPRESSORA OKI PB ES 4172,CIEP BRIZOLÃO MUNICIPALIZADO 407 - NEUSA GOULART BRIZOLA,
AK27061116A0,IMPRESSORA OKIDATA PB ES 4172,EM EXPEDICIONÁRIO AQUINO DE ARAÚJO,
AK37007969A0,IMPRESSORA OKIDATA PB ES 4172,EM JOAQUIM DA SILVA PEÇANHA,
AK49010659A0,IMPRESSORA OKIDATA PB ES 4172,EM ANA DE SOUZA HERDY,
AK49025386A0,IMPRESSORA OKIDATA PB ES 4172,EM SANTO AGOSTINHO,
AK56037514B0,IMPRESSORA OKIDATA PB ES 4172,EM SERGIPE,
AK59009231A0,IMPRESSORA OKIDATA PB ES 4172,EM VINTE E UM DE ABRIL,
AK5B049882A0,IMPRESSORA OKIDATA PB ES 4172,CRECHE E PRÉ-ESCOLA MUNICIPAL JORNALISTA SUSANA NASPOLINI,
AK5C009785A0,IMPRESSORA OKIDATA PB ES 4172,EM PRESIDENTE VARGAS,
AK5C025552A0,IMPRESSORA OKIDATA PB ES 4172,CIEP BRIZOLÃO MUNICIPALIZADO 318 - PAULO MENDES CAMPOS,
AK5C038955A0,IMPRESSORA OKIDATA PB ES 4172,EM LAURENTINA CARDOSO DUARTE,
AK5C038974A0,IMPRESSORA OKIDATA PB ES 4172,EM PROFª ZILLA JUNGER DA SILVA,
AK6A018997B0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e EM DR. ÁLVARO ALBERTO,
AK6A019040B0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e EM BENÍZIO JOSÉ DA SILVA,
AK6B057881B0,IMPRESSORA OKIDATA PB ES 4172,"CRECHE E PRÉ - ESCOLA MUNICIPAL LAURA MENEZES 
DE FREITAS LIMA",
AK6B057903B0,IMPRESSORA OKIDATA PB ES 4172,DE FREITAS LIMA,
AK6C030262B0,IMPRESSORA OKIDATA PB ES 4172,CRECHE E PRÉ- ESC MUNICIPAL COMUNITÁRIA SÃO SEBASTIÃO,
AK71016939B0,IMPRESSORA OKIDATA PB ES 4172,EM PROFª AILA SALDANHA DO COUTO,
AK71016949B0,IMPRESSORA OKIDATA PB ES 4172,CRECHE E PRÉ ESCOLA MUNICIPAL MARIA JOSÉ DA CONCEIÇÃO,
AK74007351B0,IMPRESSORA OKIDATA PB ES 4172,EM OLINDA BONTURI BOLSONARO,
AK75048099B0,IMPRESSORA OKIDATA PB ES 4172,EM MARILÂNDIA,
AK7A033732B0,IMPRESSORA OKIDATA PB ES 4172,CIEP BRIZOLÃO MUNICIPALIZADO 120 - MONTEIRO LOBATO,
AK7A044434B0,IMPRESSORA OKIDATA PB ES 4172,EM WANDA GOMES SOARES,
AK7C029407B0,IMPRESSORA OKIDATA PB ES 4172,EM SENADOR AFONSO ARINOS,
AK81005350B0,IMPRESSORA OKIDATA PB ES 4172,PRÉ - ESCOLA MUNICIPAL PROFª MARIA ANGER DIAS GUARINO,
AK83050102B0,IMPRESSORA OKIDATA PB ES 4172,EM LIONS,
AK85002981B0,IMPRESSORA OKIDATA PB ES 4172,PRÉ - ESCOLA MUNICIPAL ALTO DA BOA VISTA,
AK85012514B0,IMPRESSORA OKIDATA PB ES 4172,EM PROF JOSÉ DE SOUZA HERDY,
AK85012518B0,IMPRESSORA OKIDATA PB ES 4172,EM SARGENTO JOÃO DÉLIO DOS SANTOS,
AK85025040B0,IMPRESSORA OKIDATA PB ES 4172,EM SANTA RITA,
AK86016673B0,IMPRESSORA OKIDATA PB ES 4172,EM VILA OPERÁRIA,
AK87018178B0,IMPRESSORA OKIDATA PB ES 4172,EM PROFª SÔNIA REGINA SCUDESE DESSEMONE PINTO,
AK87025874B0,IMPRESSORA OKIDATA PB ES 4172,E.M BILÍNGUE ITAMAR FRANCO,
AK87025902B0,IMPRESSORA OKIDATA PB ES 4172,EM ALMIRANTE TAMANDARÉ,
AK88017409B0,IMPRESSORA OKIDATA PB ES 4172,EM OLINDA BONTURI BOLSONARO,
AK88017410B0,IMPRESSORA OKIDATA PB ES 4172,EM LENI FERNANDES DO NASCIMENTO,
AK88038259C0,IMPRESSORA OKIDATA PB ES 4172,EM MINAS GERAIS,
AK93014265C0,IMPRESSORA OKIDATA PB ES 4172,CIEP BRIZOLÃO MUNICIPALIZADO 097 - CARLOS CHAGAS,
AK94003113C0,IMPRESSORA OKIDATA PB ES 4172,EM PASTOR ERNANI BATISTA DE LIMA,
AK94003188C0,IMPRESSORA OKIDATA PB ES 4172,"CRECHE E PRÉ- ESCOLA MUNICIPAL PROFª ROSA 
ANGÉLICA FONSECA DE OLIVEIRA",
AK94003189C0,IMPRESSORA OKIDATA PB ES 4172,EM BOM RETIRO,
AK94009759C0,IMPRESSORA OKIDATA PB ES 4172,EE MUNICIPALIZADA SERGIPE,
AK94009962C0,IMPRESSORA OKIDATA PB ES 4172,EM PROFª HILDA DO CARMO SIQUEIRA,
AK94015774C0,IMPRESSORA OKIDATA PB ES 4172,EM MONTESE,
AK95006444C0,IMPRESSORA OKIDATA PB ES 4172,EM MARIA JOSÉ DE OLIVEIRA,
AK97017131C0,IMPRESSORA OKIDATA PB ES 4172,EM PEDRO PAULO DA SILVA,
AK97017134C0,IMPRESSORA OKIDATA PB ES 4172,EM JARDIM ANHANGÁ,
AK9A001849C0,IMPRESSORA OKIDATA PB ES 4172,EM DARCY RIBEIRO,
AK9A001850C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE MUNICIPAL IRACY MOREIRA THEODORO,
AK9A009458C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE E PRÉ- ESC MUNICIPAL PROFº JOÃO DE OLIVEIRA,
AK9A009481C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE E PRÉ ESCOLA MUNICIPAL ABNE MARQUES ABREU,
AK9A009485C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE E ESCOLA MUNICIPAL PROFª LAURA D'AQUINO LONGO,
AK9A009502C0,IMPRESSORA OKIDATA PB ES 4172,EM BRASIL-ITÁLIA,
AK9A009527C0,IMPRESSORA OKIDATA PB ES 4172,CCAIC - OLAVO BILAC,
AK9A009528C0,IMPRESSORA OKIDATA PB ES 4172,EM EULINA PINTO DE BARROS,
AK9A017941C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e PRÉ-ESC MUNICIPAL UBALDINA ALVES DA SILVA,
AK9A017943C0,IMPRESSORA OKIDATA PB ES 4172,ALVES DA SILVA,
AK9A018041C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e ESCOLA MUNICIPAL PARTEIRA ODETE MARIA DE OLIVEIRA,
AK9B004440C0,IMPRESSORA OKIDATA PB ES 4172,EM  MARIA DAS GRAÇAS CARDOSO BIGHI,
AK9B012199CO,IMPRESSORA OKIDATA PB ES 4172,"CRECHE MUNICIPAL PROFª JESUÍNA 
FÁTIMA DE ANDRADE",
AK9B012202CO,IMPRESSORA OKIDATA PB ES 4172,"CRECHE MUNICIPAL PROFª JESUÍNA 
FÁTIMA DE ANDRADE",
AK9B012228C0,IMPRESSORA OKIDATA PB ES 4172,EM CASTRO ALVES,
AK9B012229C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e PRE-ESC MUNICIPAL ELISA MATHIAS DE ARAÚJO,
AK9B012230C0,IMPRESSORA OKIDATA PB ES 4172,EM HELENA AGUIAR DE MEDEIROS,
AK9B012232C0,IMPRESSORA OKIDATA PB ES 4172,EM NOSSA SENHORA APARECIDA,
AK9B012267C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE MUNICIPAL TERESA DE LISIEUX,
AK9B012268C0,IMPRESSORA OKIDATA PB ES 4172,EE MUNICIPALIZADA CASTRO ALVES,
AK9B018040C0,IMPRESSORA OKIDATA PB ES 4172,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
JOSÉ ATAÍDE DA SILVA",
AK9B018041C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e PRE-ESCOLA MUNICIPAL PROFª MARIA LÚCIA ANDRADE RIBEIRO,
AK9B023743C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e PRE-ESCOLA MUNICIPAL PROFª MARIA LÚCIA ANDRADE RIBEIRO,
AK9B023747C0,IMPRESSORA OKIDATA PB ES 4172,"CRECHE E PRÉ-ESCOLA MUNICIPAL DEPUTADO 
JOSÉ CARLOS COUTINHO",
AK9B023758C0,IMPRESSORA OKIDATA PB ES 4172,EM PASTOR ERNANI BATISTA DE LIMA,
AK9B023759C0,IMPRESSORA OKIDATA PB ES 4172,EM SERGIPE,
AK9B023782C0,IMPRESSORA OKIDATA PB ES 4172,"CRECHE e PRÉ-ESC MUNICIPAL PROFª 
ARMANDA ÁLVARO ALBERTO",
AK9B023789C0,IMPRESSORA OKIDATA PB ES 4172,CCAIC - AMAPÁ,
AK9C0022969C0,IMPRESSORA OKIDATA PB ES 4172,EE MUNIPALIZADA TANCREDO NEVES,
AK9C002300C0,IMPRESSORA OKIDATA PB ES 4172,EM PROF RAUL DE OLIVEIRA,
AK9C002302C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE e EM BAIRRO TABULEIRO,
AK9C002318C0,IMPRESSORA OKIDATA PB ES 4172,"CRECHE e PRÉ-ESCOLA MUNICIPAL 
PROFª MARÍLIA DA SILVA SIQUEIRA",
AK9C002320C0,IMPRESSORA OKIDATA PB ES 4172,CCAIC - XERÉM,
AK9C002324C0,IMPRESSORA OKIDATA PB ES 4172,CRECHE  E PRÉ -ESCOLA MUNICIPAL AYRTON SENNA,
AK9C002326C0,IMPRESSORA OKIDATA PB ES 4172,EE MUNICIPALIZADA PROFª MARIANA NUNES PASSOS,
BW01025569C0,IMPRESSORA OKIDATA PB ES 4172,EM DARCY VARGAS,
AK6B011764A0,IMPRESSORA OKIDATA PB ES5162,CRECHE MUNICIPAL MONSENHOR LIBRELLOTO,
AK89036326C0,IMPRESSORA OKIDATA PB ES5162,EM LUIZ GAMA BORGES,
AK93014050C0,IMPRESSORA OKIDATA PB ES5162,EE MUNICIPALIZADA GENERAL TIBÚRCIO,
BW06007458C0,IMPRESSORA OKIDATA PB ES5162,EM SANTO IZIDRO,
AK26035471A0,IMPRESSORA OKIDATA PB MB 491,EE MUNICIPALIZADA OSWALDO CRUZ,
AK26053768A0,IMPRESSORA OKIDATA PB MB 491,EE MUNICIPALIZADA ALBERTO SANTOS DUMONT,
AK26055354A0,IMPRESSORA OKIDATA PB MB 491,EM PROF ALBERTO RIBEIRO VASCONCELLOS,
AK28055187A0,IMPRESSORA OKIDATA PB MB 491,EM Dr GASTÃO REIS,
AK34050195A0,IMPRESSORA OKIDATA PB MB 491,ANEXO GANDUR ASSED,
AK35062241A0,IMPRESSORA OKIDATA PB MB 491,EM PROF ROMEU MENEZES DOS SANTOS,
AK36058379,IMPRESSORA OKIDATA PB MB 491,CRECHE E PRÉ-ESC MUNICIPAL GANDUR ASSED,
AK37007250A0,IMPRESSORA OKIDATA PB MB 491,"CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª DALVA LAZARONI
DE MORAES",
AK37007997A0,IMPRESSORA OKIDATA PB MB 491,EM RUY BARBOSA,
AK37072598A0,IMPRESSORA OKIDATA PB MB 491,EM NOVA CAMPINAS,
AK38016561A0,IMPRESSORA OKIDATA PB MB 491,EM REGINA CELI DA SILVA CERDEIRA,
AK39070055A0,IMPRESSORA OKIDATA PB MB 491,EM PARQUE CAPIVARI,
AK3A009268A0,IMPRESSORA OKIDATA PB MB 491,EM GENERAL MOURÃO FILHO,
AK3A009290A0,IMPRESSORA OKIDATA PB MB 491,CRECHE MUN LUCIA DE FATIMA BONFIN DE CASTRO E SILVA,
AK48018895A0,IMPRESSORA OKIDATA PB MB 491,EM PROFª ZILLA JUNGER DA SILVA,
AK4A036003A0,IMPRESSORA OKIDATA PB MB 491,EM NOSSA SENHORA DO PILAR,
AK52057174A0,IMPRESSORA OKIDATA PB MB 491,EM GENERAL MOURÃO FILHO,
 AK48030071A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,CIEP BRIZOLÃO MUNICIPALIZADO 097 - CARLOS CHAGAS,
AK42009202A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EE MUNICIPALIZADA BAIRRO CALIFÓRNIA,
AK44075698A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM PROFª ELISABETH LOPES CABRAL,
AK44075710A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM JOSÉ MEDEIROS CABRAL,
AK46055750A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM ANTON DWORSAK,
AK46055799A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM CARLOTA MACHADO,
AK47009303A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM JARDIM GRAMACHO,
AK48018196A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM BARRO BRANCO,
AK48047919A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM NÍSIA VILELA FERNANDES,
AK48047963A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,"EM PROFª CARMEN LÚCIA RESENDE 
ALVIM DA SILVA",
AK48048046A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM PROFª DULCE TRINDADE BRAGA,
AK48048053A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM MAURO DE CASTRO,
AK48058276A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,"EM PAULO ROBERTO DE MORAES 
LOUREIRO",
AK48058287A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,CIEP BRIZOLÃO MUNICICPALIZADO 405 - MINISTRO SANTIAGO DANTAS,
AK49025559A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,CIEP BRIZOLÃO MUNICIPALIZADO 097 - CARLOS CHAGAS,
AK4A048863A0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM CFN EDUARDO GOMES DE OLIVEIRA,
AK56037479B0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM PROFª DALVA BORGES DA CUNHA,
AK5B010769B0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EE MUNICIPALIZADA BAIRRO CALIFÓRNIA,
AK5C026190B0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM PROF WALTER RUSSO DE SOUZA,
AK85025819B0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM PROF JOÃO FAUSTINO DE FRANÇA SOBRINHO,
AK88037442,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM PROF ROMEU MENEZES DOS SANTOS,
AK89033061B0,IMPRESSORA OKIDATA PB MPS5502MB 120V,EM HERMÍNIA CALDAS DA SILVA,
3359P401667,IMPRESSORA RICOH PB IM 430F 45 PPM A4,EM HELENA AGUIAR DE MEDEIROS,
3359P401734,IMPRESSORA RICOH PB IM 430F 45 PPM A4,EM SERGIPE,
BRDSP8103C,LASER MULTIFUNCIONAL HP PB LASERJET PRO M428FDW,EM ANÍSIO SPÍNOLA TEIXEIRA,
BRBSR8L037,MFP MULTIFUNCIONAL HP PB E52645DN A4 LASER,CIEP BRIZOLÃO MUNICICPALIZADO 405 - MINISTRO SANTIAGO DANTAS,
968LKN22060280,MONITOR 20 LED 3GREEN,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
968LKN22060382,MONITOR 20 LED 3GREEN,EM BILÍNGUE EMBAIXADOR OSWALDO ARANHA,
GLED194106240245,MONITOR 3GREEN TECHNOLOGY  ,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
GLED194106240303,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240312,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240314,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240319,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240504,MONITOR 3GREEN TECHNOLOGY  ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
GLED194106240636,MONITOR 3GREEN TECHNOLOGY  ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
GLED194106240654,MONITOR 3GREEN TECHNOLOGY  ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
GLED194106240807,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240820,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240847,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240906,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106240944,MONITOR 3GREEN TECHNOLOGY  ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
GLED194106240951,MONITOR 3GREEN TECHNOLOGY  ,"CRECHE E PRÉ-ESCOLA MUNICIPAL 
ALBERT SABIN",
GLED194106241064,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106241081,MONITOR 3GREEN TECHNOLOGY  ,E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
GLED194106241280,MONITOR 3GREEN TECHNOLOGY  ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
GLED194106241768,MONITOR 3GREEN TECHNOLOGY  ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
HND58IA027726,"MONITOR AOC 18,5 LED 200 CD M2 DE BRILHO VGA  E970SWNL","CRECHE E PRÉ-ESCOLA MUNICIPAL PROFª 
ROSALITA DA SILVA NETTO",
KCYI1XA012894,"MONITOR AOC 18,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
KCYI9XA008160,"MONITOR AOC 18,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
DFG32IA005675,"MONITOR AOC 19,5 POLEGADAS",CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
009SPBF05245,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
009SPED04660,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
009SPFX05507,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPAE16960,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPDT17002,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPED17028,"MONITOR AOC LED 18,5",EM MINISTRO WALDEMAR ZVEITER,
010SPFX0X515,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPGS16903,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPGS17023,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPHG16945,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPLC16952,"MONITOR AOC LED 18,5",EM MINISTRO WALDEMAR ZVEITER,
010SPPB17088,"MONITOR AOC LED 18,5",EM ULYSSES SILVEIRA GUIMARÃES,
010SPTM17001,"MONITOR AOC LED 18,5",CRECHE MUNICIPAL LÚCIA DE FATIMA BOMFIM DE CASTRO E SILVA,
MBRX21BK24060097,MONITOR BRX,EM MONTESE,
MBRX21BK24060098,MONITOR BRX,EM MONTESE,
MBRX21BK24061100,MONITOR BRX,EM MONTESE,
MBRX21BK24061169,MONITOR BRX,EM MONTESE,
MBRX21BK24061205,MONITOR BRX,EM MONTESE,
MBRX21BK24061515,MONITOR BRX,EM MONTESE,
MBRX21BK24061631,MONITOR BRX,EM MONTESE,
MBRX21BK24061761,MONITOR BRX,EM MONTESE,
MBRX21BK24061762,MONITOR BRX,EM MONTESE,
MBRX21BK24061764,MONITOR BRX,EM MONTESE,
MBRX21BK24061765,MONITOR BRX,EM MONTESE,
MBRX21BK24061971,MONITOR BRX,EM MONTESE,
MBRX21BK24061972,MONITOR BRX,EM MONTESE,
MBRX21BK24061973,MONITOR BRX,EM MONTESE,
MBRX21BK24060096,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24060099,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061101,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061166,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061167,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061201,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061202,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061203,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061204,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061501,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061504,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061505,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061514,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061635,MONITOR BRX ,EM BILÍNGUE SENOR ABRAVANEL SILVIO SANTOS,
MBRX21BK24062128,MONITOR BRX ,EM FRANCISCO OSWALDO NEVES DORNELLES ,
MBRX21BK24061511,MONITOR BRX DE SERIAL,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
MBRX21BK24061513,MONITOR BRX DE SERIAL,CRECHE MUNICIPAL FABIO TENÓRIO CAVALCANTI,
CN0WR4827161871GA178,Monitor DELL,EM JARDIM ANHANGÁ,
BR0Y603M075911460V1M,"MONITOR DELL 18,5 POLEGADAS",EM ULYSSES SILVEIRA GUIMARÃES,
BR0Y603M075919C919BL,"MONITOR DELL 18,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
CN03GTCV7287239DAPJL,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN03GTCV7287239PAHRL,"MONITOR DELL 18,5 POLEGADAS",CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
CN03GTCV7287239PAV0L,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN03GTCV7287239PCG5L,"MONITOR DELL 18,5 POLEGADAS",E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
CN03GTCV7287242ECMTL,"MONITOR DELL 18,5 POLEGADAS",CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
CN03GTCV7287249AA1LL,"MONITOR DELL 18,5 POLEGADAS",E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
CN07CT167426135I0MRU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426135M1RYU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426135M1YDU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426135M2LJU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426137609EU,"MONITOR DELL 18,5 POLEGADAS",CRECHE MUNICIPAL HYDEKEL DE FREITAS LIMA,
CN07CT16742613761VCU,"MONITOR DELL 18,5 POLEGADAS",E. M. PROFESSORA MARIA HELENA TENÓRIO CAVALCANTE,
CN07CT167426138Q07LL,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426138Q09EL,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426138Q0FRL,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN07CT167426138Q0Y5L,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426138Q15DL,"MONITOR DELL 18,5 POLEGADAS","EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
CN07CT167426138Q16FL,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426138Q16LL,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426139F0UJM,"MONITOR DELL 18,5 POLEGADAS","EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
CN07CT167426139P1AVU,"MONITOR DELL 18,5 POLEGADAS","EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
CN07CT167426139P1F1U,"MONITOR DELL 18,5 POLEGADAS","EM INTERCULTURAL MÉXICO - PROFª NILCELINA DOS SANTOS 
FERREIRA",
CN07CT167426139P1JVU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426139P1NMU,"MONITOR DELL 18,5 POLEGADAS",EM LUIZ GAMA BORGES,
CN07CT167426139P3HLU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN07CT167426139P48WU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ITAMAR FRANCO,
CN0MG0JJ7444518AAFHU,"MONITOR DELL 18,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
BR0HDK1P075912BU25LM,"MONITOR DELL 21,5 POLEGADAS",CRECHE MUNICIPAL MARLUSE VICENTE DA SILVA,
BR0HDK1P0759136A0QZM,"MONITOR DELL 21,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
BR0K321F0759199I0A6H,"MONITOR DELL 21,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
BR0K321F075919AM0V2H,"MONITOR DELL 21,5 POLEGADAS",EM MINISTRO WALDEMAR ZVEITER,
BR0N8F3M075912BT19LM,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
BR0N8F3M075912BT1A4M,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
BR0W816F07591985044M,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN01Y1G77426115L046M,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
CN01Y1G77426115L0HMM,"MONITOR DELL 21,5 POLEGADAS",E.M BILÍNGUE ZIRALDO ALVES PINTO,
